Nome;Idade;Peso (kg);Altura (m)
Thomas Duarte;27/02/2012;139.73;2.1
Pietro Barbosa;26/02/1933;108.6;1.85
Sra. Isabella Caldeira;06/06/1947;79.52;1.85
Maysa Nunes;13/09/2007;69;1.57
Sra. Ana Carolina Ara£jo;09/02/1968;88.18;1.58
J£lia Ferreira;04/09/1990;122.89;1.79
Cec°lia Correia;16/09/1987;96.69;1.9
Jo∆o Felipe Costa;13/10/1989;90.32;1.52
Srta. Lav°nia da Paz;06/02/2007;68;1.61
Brenda Peixoto;24/01/1914;95.76;1.73
Elisa Nascimento;23/12/1916;92.21;1.83
Camila Arag∆o;22/04/2023;90.66;1.88
Sarah Rodrigues;13/11/1936;76.84;1.65
Gabriela Lopes;31/10/1908;126.75;1.53
Ana Laura Arag∆o;14/04/1999;133.84;1.56
Enzo Gabriel Ribeiro;14/05/1946;77.8;1.44
Dra. Maysa Almeida;10/07/1959;59.16;1.41
Matheus Farias;03/02/2003;59.35;1.56
Murilo da Mata;06/09/2000;92.27;1.74
Ana Moraes;02/06/1990;125.06;1.55
B†rbara da Cruz;12/09/1979;143;1.84
Bryan Fogaáa;12/05/1938;40.32;1.72
Melissa da Rocha;21/10/2004;121.98;1.8
Gabriel Porto;03/05/1999;112.52;1.41
Helena Pinto;25/08/2001;102.4;1.93
Luna Cardoso;27/10/1948;98.81;1.62
Guilherme Moraes;23/02/1947;63.13;1.95
Sra. Emanuella da Cruz;10/04/2023;58.5;1.93
Jo∆o Vitor da Rocha;01/09/1930;126.56;1.65
Leandro Rocha;03/06/1957;145.23;1.42
Pietro Porto;12/02/1950;55.39;2.01
Davi Lucas Duarte;01/11/1981;138.02;1.84
Leandro Melo;16/08/1996;107.08;1.41
Marcelo Freitas;14/06/1999;88.84;1.49
Pietra Castro;14/02/2004;122.14;1.84
Gabriel Peixoto;17/09/1965;121.28;2.06
Alana da Costa;07/06/1943;110.79;1.46
Ana Carolina Barros;27/03/1958;122.7;1.62
Pedro Miguel das Neves;27/01/1951;131.67;1.74
Jo∆o Miguel Freitas;06/08/1987;85.86;1.75
Pedro Silva;12/02/1925;97.56;1.6
Davi Luiz Cavalcanti;11/02/1921;101.53;1.92
Fernando Costela;20/02/1933;126.37;1.67
Sra. Amanda Oliveira;25/07/1950;76.64;1.84
Ana Peixoto;29/01/1955;149.07;1.99
Kevin Gonáalves;21/05/1979;86.75;1.83
Ana Clara Nunes;01/02/1924;109.67;1.55
Paulo Costa;26/10/1979;147.35;2.07
Maria Luiza Dias;15/08/1956;119.74;1.68
Gabrielly Freitas;09/05/1978;103.62;1.75
Emanuelly Silva;21/08/1912;56.25;2.06
Sra. Marcela da Mata;14/06/1952;64.64;1.73
Juliana Castro;12/02/1954;105.51;1.45
Renan Sales;09/08/2020;139.83;1.61
Let°cia da Rosa;21/08/2001;106.3;1.43
Isadora Costa;12/01/1943;41.26;1.5
Ian da Paz;01/02/2010;127;1.81
Camila da Cunha;05/11/1935;70.04;1.78
Gabriel Costa;01/08/1940;139.39;1.74
Jo∆o Gabriel da Rosa;17/05/1914;47.36;1.62
Ben°cio Pires;13/07/1903;116.23;2.05
Lucas Gabriel Campos;01/11/1971;86.17;1.8
Nat†lia Sales;15/11/1984;71.58;1.9
Daniel Sales;15/12/1986;71.65;1.42
Davi Lucca Arag∆o;09/03/2002;139.02;1.49
Srta. Stephany Pinto;18/03/1951;117.22;1.58
Carlos Eduardo Jesus;15/10/1957;55.44;1.98
Daniel Costela;14/09/2019;148.72;1.5
Gabriela Martins;15/12/2021;53.5;1.68
Renan Santos;06/08/2007;101.31;1.7
Pedro Miguel Novaes;21/01/1933;115.75;1.94
Srta. Maysa da Conceiá∆o;23/09/1937;110.23;1.51
Murilo Ribeiro;15/07/2024;57.37;1.73
Bryan Martins;13/08/1907;61.82;1.85
Mariane da Mata;05/03/2020;54.49;1.79
Emanuel Peixoto;27/01/1934;42.88;1.63
Sra. Emanuella Mendes;02/02/1957;48.48;1.57
Davi Mendes;25/09/1975;126.48;1.9
Isaac Barbosa;30/05/1917;134.69;1.88
Maria Novaes;24/06/1988;85.88;1.45
Srta. Nicole Cavalcanti;15/03/1915;147.76;1.79
Noah da Mota;14/08/1917;46.82;1.47
Samuel Moreira;30/10/1998;132.79;1.8
Julia Pereira;15/11/1927;45.5;1.67
Raquel da Luz;23/10/1948;123.6;1.58
Renan Silveira;21/01/2013;75.28;2
Lara Caldeira;09/01/1907;124.6;1.8
Maità Costa;07/02/2023;92.94;1.89
B†rbara Freitas;09/09/1917;59.37;1.73
Yuri Viana;17/11/2012;61.96;1.62
Nicole Martins;01/09/1923;108.85;1.77
Isaac Silva;09/06/1962;82.14;1.82
Felipe da Cruz;07/09/2010;49.21;1.82
Murilo da Mata;14/06/2012;137.51;1.92
Nina da Conceiá∆o;03/09/2007;63.18;1.91
Heitor Souza;20/12/2022;126.43;1.9
Thiago Campos;04/07/1975;143.09;1.85
Vitor Martins;02/04/2018;102.97;1.6
Emanuella Costela;07/04/1938;123;1.97
Alexia Santos;14/07/1959;125.35;1.66
Maria Dias;25/12/2010;48.71;1.42
Luigi Barros;29/05/1904;44.31;1.68
Nicole da Mata;14/07/1907;147.89;1.6
Clara Alves;08/09/2010;134.11;1.64
Manuela Pinto;06/12/1942;81.67;1.45
Ana L°via Jesus;16/05/1913;61.76;1.87
Let°cia Nunes;12/09/1909;146.99;1.91
Eduarda Fernandes;25/05/1910;77.92;1.48
Jo∆o Vitor da Cunha;14/05/1902;106.94;2.09
Camila Duarte;20/01/1970;133.12;1.55
Jo∆o Vitor da Cruz;22/09/2022;92.89;1.94
Pedro Lucas Castro;19/04/1995;49.71;1.65
Julia Ramos;31/10/2019;107.98;1.62
Rebeca Teixeira;12/01/1953;47.2;1.78
Melissa Barros;03/05/2005;107.3;1.74
Vinicius Pires;10/08/1971;82.52;1.78
Elisa Souza;04/04/2001;62.62;1.73
Dra. Maria Vit¢ria Ramos;29/10/1921;127.01;1.87
Yuri Oliveira;30/01/1920;133.75;1.51
Theo Costela;04/10/1949;58.6;1.89
Ana Vit¢ria Souza;16/12/1971;116.88;1.63
Leonardo Gomes;13/06/1968;130.55;2
Bruna da Rosa;31/12/1905;98.94;2.09
Nicolas Mendes;29/08/2003;76.23;1.5
Thales Cunha;05/08/1948;80.71;2.09
Srta. Rafaela Correia;24/06/1922;125.59;1.52
Jo∆o Cardoso;28/01/1905;46.19;1.67
Lucas Gabriel Barbosa;19/06/1938;113.98;1.56
Vit¢ria Sales;15/11/1930;91.86;1.95
Esther Farias;18/11/1985;96.11;1.54
AndrÇ Nunes;29/01/1989;49.61;1.53
Milena Vieira;04/03/1942;73.72;1.88
Lucas Campos;07/12/1964;45.51;1.59
Raquel da Cruz;06/02/2023;116.93;2.06
Levi Vieira;11/02/1983;49.2;1.47
Sra. Camila Caldeira;27/04/1981;105.41;2.09
Yago da Costa;13/08/1968;116.32;1.85
Murilo Duarte;12/10/1922;104.86;1.94
Dra. Sophia Cardoso;22/12/1909;116.15;1.55
Helena Gomes;07/01/2022;42.9;1.63
Paulo Vieira;17/06/1920;80.13;1.86
Helena Azevedo;26/09/1993;98.94;1.81
Leonardo Mendes;09/04/1967;95.78;1.46
Dra. Isadora Monteiro;09/02/2009;100.8;1.77
Heitor Souza;19/12/1994;83.96;2.08
Jo∆o Lucas Lima;10/09/1989;126.18;1.98
Raul Farias;27/04/1954;125.85;2.02
Augusto Duarte;11/04/2011;89.15;1.95
Luigi Costa;11/09/2012;125.18;2.08
Ana Clara Martins;17/02/1987;90.02;1.51
Lorena Azevedo;13/09/1981;114.95;2.02
Jo∆o Vitor Jesus;27/05/1952;50.97;1.77
Carolina Ara£jo;02/02/2021;68.24;1.52
Ana Beatriz da Luz;07/04/1939;88.57;1.76
Valentina Santos;21/06/1977;47.84;1.55
Pedro Lucas Pinto;20/06/2020;120.92;1.77
Guilherme Melo;02/03/1909;113.29;1.99
Jo∆o Gabriel Jesus;10/11/1970;102.95;2.02
Ana Clara da Mata;18/12/1996;85.01;2.03
Ana Nascimento;20/10/1906;130.59;1.77
Francisco Dias;08/06/1974;72.73;1.46
Diego Carvalho;26/03/2021;92.19;1.94
Yasmin Oliveira;11/11/1912;71.86;1.55
Diego Alves;22/09/1961;90.37;1.97
Thales Mendes;01/10/1907;112.67;1.48
Lorenzo Lima;20/12/2015;84;1.42
Davi Lucas Oliveira;28/03/1919;139.36;1.83
Igor Freitas;06/08/1963;56.1;1.67
Yuri Freitas;31/01/1923;89.59;1.62
Yago da Costa;05/03/1989;68.45;1.73
Joaquim Mendes;07/05/1976;114.47;1.71
Arthur da Cunha;11/04/2000;117.61;1.82
Lucca Lima;22/09/1953;133.19;1.98
Daniela Teixeira;22/05/1968;45.69;1.82
Levi Ramos;14/03/1977;90.6;1.75
Miguel Farias;17/10/1927;134.54;1.68
Pedro Lucas Lopes;20/01/1987;101.96;1.82
Heitor Melo;23/06/1918;78.91;2.05
Dra. Maria Eduarda Carvalho;06/11/1997;41.2;1.9
Elisa Melo;13/06/1992;148.49;1.59
Daniel Lopes;16/07/1985;93.16;2.01
Sophia Nascimento;22/09/2004;121.55;1.9
Calebe Campos;01/09/1957;105.54;1.9
Camila Peixoto;08/05/1902;53.77;1.94
Elisa da Rocha;06/02/1986;125.48;1.65
Giovanna Moura;05/04/1966;93.89;1.67
Leandro Ribeiro;24/02/1925;106.14;1.44
Guilherme Ramos;08/03/1986;111.08;1.97
Nicolas Fernandes;24/05/1929;131.12;1.78
Juan da Mota;31/12/1963;44.69;1.95
Yuri Monteiro;28/07/1911;141.39;1.76
Sabrina Fogaáa;20/01/1929;58.49;1.5
Danilo Lima;15/06/1941;139.92;2.01
Jo∆o Pedro Novaes;16/09/1940;117.22;1.42
Pedro Carvalho;03/08/1974;141.68;1.64
Kaique Silva;29/12/1968;81.19;1.54
Maria Clara da Costa;09/11/1999;111.85;1.96
Maria Cec°lia Silva;02/08/2011;141.23;1.78
Al°cia da Conceiá∆o;16/04/2007;115.28;1.48
Catarina Costa;02/07/1958;75.53;1.91
Nicole Melo;03/06/1986;120.6;1.46
Sra. Melissa Cavalcanti;23/08/1960;110.37;1.98
Dra. Juliana Moreira;23/08/2001;75.96;1.59
Matheus Lopes;15/01/1939;95.28;1.98
Jo∆o Vitor Melo;13/10/1939;81.95;1.83
Let°cia Melo;14/09/1957;146.66;2.07
AndrÇ Caldeira;09/07/2002;50.73;1.69
Ana Sophia Silva;29/11/2006;124.98;1.96
Catarina Moreira;17/07/2015;53.43;1.41
Vitor Hugo Gonáalves;22/05/1982;77.47;1.58
Maria Clara Lopes;02/10/1902;66.26;1.98
Nina das Neves;28/09/1906;77.73;1.93
Ana L°via Oliveira;17/06/2000;93.39;1.53
Isabelly Azevedo;06/04/2000;51.64;1.82
Jo∆o Guilherme Barros;14/02/1990;113.36;1.55
Maità Barbosa;14/11/1953;46.51;2.09
Jo∆o Pedro Ferreira;19/07/1946;63.69;2.06
Kevin da Mota;26/05/1974;136.16;1.82
Enrico da Mota;26/04/1914;98.49;1.78
Lucas Ferreira;14/01/1947;113.14;1.95
Sra. Larissa Nogueira;01/03/1991;139.38;1.47
Jo∆o Felipe Moreira;29/11/2022;82.85;1.93
Vinicius Nunes;04/08/1930;54.7;1.57
Diogo Pinto;17/05/1986;131.63;1.75
Enzo Cunha;10/05/2002;41.43;1.44
Thiago da Conceiá∆o;20/08/2010;138.02;2.02
Eloah da Cunha;27/02/1987;103.79;1.69
Lucas Gabriel Rezende;01/06/1954;66.35;1.47
Sra. Elisa Gomes;17/03/1980;66.18;1.46
Felipe Castro;26/12/1981;137.7;1.42
Luiz Felipe da Rosa;08/11/1939;46.5;1.66
Emanuel Ferreira;04/06/1904;107.56;1.55
Stella Silva;26/07/1958;145.71;1.93
Ryan Pereira;01/05/1996;122.71;1.52
Ryan Fogaáa;04/06/1985;131.18;1.81
Eduarda Barros;03/04/2016;91.8;2.01
Gustavo Henrique da Rocha;05/12/2002;70.81;1.9
Murilo das Neves;14/08/1908;119.05;1.7
Dra. Rebeca Ara£jo;13/01/2016;89.07;1.88
Gabriela Gomes;21/11/1927;136.8;1.46
Yuri da Rocha;06/03/1911;56.28;1.95
Nicolas Cardoso;01/08/1903;78.99;1.53
Nicolas Farias;18/05/1986;52.88;1.85
Lucas Gabriel Duarte;23/10/1996;48.73;1.92
Vitor Souza;13/05/1900;132.66;1.97
Paulo Farias;22/04/1949;52.74;2.08
Jo∆o da Cruz;21/05/1901;144.04;2.05
Luiz Miguel Melo;15/12/1921;44.16;1.64
Sra. La°s Moraes;01/09/1967;65.11;1.71
Srta. Ana Sophia Cardoso;23/01/1988;110.69;1.75
Lara Castro;13/02/1939;140.34;1.56
La°s Carvalho;05/10/2008;146.85;1.65
Daniela Martins;23/01/2004;75.95;1.94
Davi Luiz Cardoso;30/04/2009;52.81;1.6
Emanuelly Mendes;25/01/1964;104.86;1.71
Ana Clara Pires;08/02/1999;107.72;1.96
Vitor Gabriel Dias;03/02/2021;88.13;1.6
Srta. Alice Pinto;15/03/1985;149.71;1.92
Antìnio Gomes;08/04/1996;47.77;1.77
Sophie Moura;19/06/1976;128.09;1.77
Bruna Fogaáa;19/02/1968;133.82;1.94
Diego Freitas;21/01/1927;114.74;1.59
Ian da Conceiá∆o;08/03/1944;49.79;2.09
Alice Carvalho;08/07/2006;119.41;1.67
Maysa Viana;05/04/1919;77;2.07
Ana Julia Rocha;03/12/1951;132.24;1.96
Bryan das Neves;01/09/1940;48.16;1.87
Sra. Maria Sophia Peixoto;25/01/1909;56.8;1.75
Isaac Nunes;20/07/1927;141.72;2.03
Jo∆o Pedro Vieira;19/06/1988;62.8;1.56
Eduardo Souza;15/08/1998;63.56;1.93
Emanuel Barbosa;22/12/1909;82.51;1.85
Sra. Laura Arag∆o;30/10/1939;98.82;1.75
Isadora Souza;20/07/1917;119.48;1.9
Caio Monteiro;09/05/1958;61.55;1.66
Lorenzo Ribeiro;24/04/1987;133;1.62
Enrico Pereira;21/11/2001;71.88;1.46
Ana Clara Gomes;19/03/1963;117.58;1.78
Ana Julia Castro;07/02/1917;99.93;2.05
Isabel Peixoto;16/07/1993;117.31;2.09
Miguel Fogaáa;30/09/1911;66.98;2.1
J£lia Azevedo;30/07/1979;44.44;1.57
Maysa Novaes;18/10/1950;75.34;1.82
Danilo Pereira;07/02/1976;98.26;1.9
Thiago Freitas;20/04/1984;109.37;1.94
Paulo Novaes;12/02/1979;124.77;1.75
Dra. Clarice da Conceiá∆o;19/12/2002;148.78;1.68
Mirella Jesus;23/10/1984;43.24;1.84
Guilherme Porto;25/06/2016;53.42;1.53
Nat†lia Lima;02/10/1997;142.22;1.59
Cec°lia Rodrigues;02/09/1916;129.81;1.88
Davi Lucca Rezende;02/11/2004;51.05;1.53
Ben°cio das Neves;24/07/1940;82.78;1.61
Helo°sa Peixoto;02/01/1955;148.23;1.47
Esther Barbosa;07/02/1917;141.36;2.05
Rafaela da Conceiá∆o;13/11/1972;81.48;1.87
Kamilly Gomes;22/08/1955;142.75;1.99
Helena da Luz;26/03/1951;132.32;1.49
Bruna Moraes;20/08/1967;44.9;1.7
Samuel da Rocha;23/08/2006;138.19;1.54
Theo Martins;16/05/1964;135.21;1.79
Thiago Ferreira;05/12/1909;117.9;1.54
Cauà Sales;30/09/1923;98.63;1.45
AndrÇ Gomes;04/07/1934;47.36;1.55
Jo∆o Pedro Nascimento;04/09/1991;67.5;1.71
Ana J£lia Arag∆o;02/04/1949;125.82;1.47
Valentina Arag∆o;08/06/1929;118.18;1.66
Amanda Gonáalves;10/02/2014;119.65;1.7
Maria Eduarda Costela;12/01/1928;126.28;1.5
Maria Cec°lia Novaes;10/06/2018;81.99;1.73
Stephany Pereira;16/03/1982;45.58;1.89
Al°cia Almeida;02/06/1978;106.67;1.97
Pietra Teixeira;09/03/1979;136.21;1.53
Pedro Henrique Fernandes;20/04/1995;123.6;1.52
Thiago Almeida;07/01/1953;96.66;1.85
Clarice Nascimento;28/06/2023;134.39;1.53
Srta. Maria Vit¢ria Porto;29/07/1965;90.8;1.85
Enzo Gabriel da Conceiá∆o;23/08/1938;75.5;1.78
Matheus Gomes;19/05/1933;116.87;1.76
L°via da Luz;09/12/1923;124.69;2.05
Gustavo Henrique Melo;16/11/1954;94.71;1.62
Levi Dias;13/08/1967;142.64;1.51
AndrÇ Viana;03/01/1963;68.23;1.82
Diogo Santos;22/11/1982;110.14;1.56
Matheus da Costa;21/11/1982;87.16;1.6
Dra. Mirella Sales;24/09/1979;85.02;1.98
Yuri da Cunha;10/04/1981;130.74;1.87
Luiz Fernando Caldeira;13/03/1977;77.21;1.92
Luana Jesus;10/06/1947;136.31;1.87
Ana Clara Souza;27/03/1916;139;1.54
Manuela Almeida;29/11/1980;62.5;1.47
Eduarda Fernandes;13/05/1939;110.96;1.94
Isis da Mota;28/12/1989;96.86;1.52
Srta. Maria Luiza Rezende;11/09/1997;83.56;1.45
Sophia Arag∆o;23/01/1923;88;1.57
Lucca Porto;20/03/1932;131.35;1.65
Sra. Bianca da Mota;14/11/1996;53.77;1.67
Luna Santos;10/05/1928;116.28;1.95
Miguel Costa;19/05/1985;86.5;1.73
Marcos Vinicius Azevedo;11/11/1908;45.21;1.7
Daniel Pereira;14/09/1917;133.65;1.7
Luiz Miguel Peixoto;28/12/2003;57.3;1.69
Daniel Ferreira;27/07/1949;142.41;1.93
Stella Pereira;16/10/2021;71.3;1.51
Kaique Nogueira;29/11/1945;119.43;1.47
Diogo Moraes;23/07/1957;110.15;1.64
Srta. Ana Nogueira;11/02/1952;53.92;1.51
Nat†lia Rodrigues;29/10/1990;97.24;1.78
Brenda da Rocha;01/02/1978;89.15;1.8
Mirella Pinto;21/01/1955;140.75;2.03
Marcelo da Conceiá∆o;23/02/1993;85.37;1.41
Alexandre Moura;12/07/1965;65.38;1.49
Benjamin Arag∆o;05/03/1940;119.55;1.69
Pedro Henrique Monteiro;30/09/1980;47.85;1.8
Maria Cec°lia Porto;19/01/1938;74.66;1.55
Vitor Gabriel Ferreira;17/03/2011;53.31;1.61
Miguel Lopes;05/11/1976;140.87;1.68
Lucca Pinto;18/03/1938;142.63;1.89
Murilo Cavalcanti;15/04/1945;99.05;2.06
Sophie Caldeira;27/08/1971;78.49;1.77
Cauà Caldeira;31/05/1933;101.47;1.94
Francisco Peixoto;04/01/2022;123.92;1.95
Bryan Cardoso;04/07/1926;118.05;1.74
Thales Teixeira;05/02/1943;143.68;1.55
Sarah Sales;16/07/1918;132.04;1.55
Ana Clara Porto;30/11/1951;127.86;1.8
Ana Carolina Costela;10/09/1961;45.27;1.45
Maità da Luz;24/06/1935;109.6;1.89
Jo∆o Guilherme da Mata;15/09/2006;103.42;1.52
Srta. Isabel Freitas;11/10/1905;50.27;1.57
Marcos Vinicius Mendes;08/06/1934;135.18;1.99
Maria Clara Nunes;31/07/1930;143.83;1.62
Francisco Teixeira;24/07/1904;129.63;1.4
Maria Alice Rocha;05/06/2010;40.08;1.89
Gustavo Almeida;14/09/1920;133.87;1.46
Sra. Nat†lia Silveira;11/10/1935;133.14;2.08
Catarina Santos;31/10/1986;103.81;1.53
Gustavo Henrique Dias;21/06/1938;118.61;1.66
Helena Nunes;21/11/1948;82.91;1.89
Luiz Felipe Cardoso;05/04/2017;129.39;1.82
Melissa Pinto;04/12/1928;60.55;2.05
Lorenzo Pereira;19/10/2014;93;1.73
Laura da Conceiá∆o;18/12/1983;92.68;1.73
Pedro Miguel Lima;12/07/1952;52.53;1.82
Melissa da Mota;08/06/2004;98.23;1.92
Maità Almeida;29/11/1917;149.84;1.97
Vicente Barbosa;19/01/1962;81.78;1.77
Samuel Costela;01/07/1922;113.32;1.96
Renan Duarte;19/03/1907;105.08;1.94
Nathan Rocha;08/05/1934;70.8;1.91
Ana Julia da Luz;16/03/1939;111.54;1.81
Breno Arag∆o;14/02/2016;54.07;1.84
Joaquim Silva;26/06/1952;101.46;1.6
Bernardo Farias;23/11/2001;50.47;1.96
Caio Teixeira;08/08/1963;142.3;1.88
Emanuel da Luz;04/12/1991;78.7;2.09
Cec°lia Jesus;15/05/1944;149.17;1.94
Cec°lia Pires;27/08/1951;51.87;2.03
Maria Luiza Carvalho;06/06/1960;83.73;1.7
Joaquim Viana;24/08/2000;40.56;1.45
Matheus Jesus;02/09/1935;66.64;1.74
Davi Luiz Costa;15/05/1955;103.63;1.57
Igor Gomes;21/01/1994;40.09;2
Igor da Conceiá∆o;20/01/1924;136.61;1.46
Bruno Ramos;22/10/1931;108.18;1.43
Cauà Azevedo;12/01/2005;133.57;1.73
Maria Sophia Moraes;04/11/1969;127.35;2.04
Ryan Novaes;10/11/1993;117.35;2.05
Juliana Gonáalves;08/04/1906;101.05;1.77
Emanuel da Luz;30/08/1901;54.7;1.77
Lucas Gabriel Pires;14/05/1931;147.14;1.69
Dra. Luiza da Costa;08/04/2020;128.61;1.97
Evelyn Caldeira;06/04/1982;140.05;1.88
Alana Lopes;29/10/2010;84.39;1.58
Luiza Souza;25/12/1993;43.45;1.61
Maria Julia Nascimento;23/09/1901;103.25;1.73
Bernardo da Paz;07/01/2006;131.19;2
Ryan Castro;25/12/1976;82.88;1.79
Danilo Novaes;03/10/1946;131.42;1.82
Sra. Juliana Freitas;04/08/1925;127.36;1.9
Giovanna Sales;31/10/1986;122.51;1.56
Carolina Santos;23/05/1990;79.05;1.48
Gustavo Alves;28/03/1960;61.93;2.08
Srta. Nat†lia da Cruz;28/05/1982;76.4;1.53
Benjamin Barros;17/10/1925;103.83;1.78
Eduardo da Rocha;07/11/1928;53.26;1.51
Bryan Barbosa;02/08/1956;106.11;1.89
Anthony Caldeira;16/02/2005;87.47;1.51
Nathan Ara£jo;21/10/1942;40.91;1.65
Erick Novaes;17/01/1976;63.1;1.69
Rafael Ribeiro;04/02/1911;51.64;1.77
Rebeca Ramos;30/12/1995;86.79;1.51
Ana Luiza Gonáalves;04/06/2012;118.55;2.06
Jo∆o Azevedo;31/03/1901;107.54;1.59
Benjamin Souza;03/11/1969;90.26;2.05
Jo∆o Vitor Costela;06/08/1986;134.65;1.43
Joaquim Novaes;23/01/1907;121.37;1.42
Carolina Porto;14/09/1941;48.96;2.06
Thiago Duarte;17/03/2024;75.27;2.06
Manuela Souza;02/02/1949;129.31;1.97
Lucas Souza;18/04/2019;93.09;1.48
Nicolas Rodrigues;20/01/1901;96.23;2.04
Mirella Moraes;11/08/1988;137.6;1.6
Luiz Ot†vio Ribeiro;14/03/1933;75.74;1.67
Erick Gonáalves;05/05/1998;94.55;2.06
Lav°nia Ramos;12/02/1940;138.49;1.93
Gustavo Henrique Moraes;03/08/2012;63.09;1.98
Pedro Henrique da Mota;15/10/1979;41.73;1.64
Diego Almeida;12/12/1981;59.28;1.69
Marina Barbosa;23/03/2006;50.83;1.61
Gabriela Moreira;20/06/1909;137.32;1.51
Amanda Caldeira;20/03/1916;109.01;1.97
Joaquim Silveira;31/08/2012;91.88;1.95
Ben°cio Jesus;31/12/1957;80.79;1.83
Vitor Hugo Gomes;19/10/1925;147.69;2
Marcelo da Luz;20/06/1926;47.5;1.6
Isabel Fernandes;01/10/1909;122.31;1.91
Matheus Melo;19/04/1955;113.02;1.99
Marina Ramos;31/01/1972;97.5;1.75
Arthur Porto;06/02/1977;122.19;1.93
Marcelo Campos;15/03/1957;44.97;1.67
Enrico Melo;30/01/2023;144.57;1.82
Marcelo Oliveira;11/06/1941;147.23;1.63
Luana Pires;06/07/1917;70.63;2.08
Brenda Rezende;16/12/1958;102.07;1.86
Srta. Sabrina Novaes;15/11/1928;139.46;1.67
Anthony Ribeiro;23/05/1925;69.93;1.47
Ryan Nascimento;11/12/1971;51.01;1.86
Vitor Caldeira;24/09/1952;144.05;1.72
Marcelo Viana;15/01/1961;127.64;1.88
Ryan Silveira;09/04/1991;114.79;1.88
Dra. Isabelly Santos;07/01/1926;44.49;1.68
Nicolas Cunha;21/07/1900;60.39;1.68
Davi Luiz Fernandes;18/05/1967;57.4;1.48
Gabriel Souza;19/04/1934;54.01;2
Jo∆o Guilherme Duarte;06/02/1986;79.31;2.05
Luna Moura;03/12/1901;44.91;1.87
Camila Barbosa;02/12/1992;85.77;1.67
Sra. Gabriela Alves;14/02/2015;91.68;1.79
Alana Barbosa;25/09/1965;142.99;1.5
Isis Correia;01/09/1986;87.72;1.92
Maria Eduarda Cavalcanti;03/04/1961;40.44;1.57
Ana Laura Carvalho;13/04/1961;76.53;1.7
Igor Alves;09/11/2005;143.79;1.88
Al°cia Caldeira;16/03/1992;73.4;1.57
Luiz Henrique Correia;21/07/2005;62.29;1.9
Sra. Maria Luiza da Paz;14/04/2007;86.51;1.84
Thiago Sales;05/09/1998;96.08;1.85
Leandro Barbosa;20/09/1957;123.61;1.93
Enzo Cunha;24/05/1985;113.5;1.64
Yasmin da Cunha;25/05/1988;57.88;1.5
Marcela Barbosa;31/05/1980;50.39;1.4
Thales Cavalcanti;18/05/1922;124.75;1.52
Sra. Ana Luiza Moura;06/06/1914;146.59;1.55
Laura Rodrigues;21/03/1969;56.63;1.87
Leonardo Fogaáa;09/11/1925;109.71;1.65
Nicole Pinto;12/11/1985;41.47;1.49
Jo∆o Costa;18/01/1910;113.41;1.5
Henrique Campos;12/04/1934;70.06;1.65
Cauà Farias;18/09/2005;68.24;2.1
Raul Mendes;30/07/1966;52.49;1.79
Lucas Gabriel Cardoso;14/04/1999;76.22;1.77
Luiza da Rosa;12/12/1984;45.23;1.59
Luigi Viana;04/05/1943;146.5;1.5
Alana Silveira;09/01/2009;40.87;1.72
Marcelo Almeida;14/04/2009;95.84;1.85
Pedro Lucas Cardoso;21/07/1936;96.02;1.58
Maità Ramos;02/09/1985;149.26;1.62
Eloah Duarte;25/03/1979;71.82;1.41
Pietro Nunes;09/10/2015;61.78;2.06
Rodrigo Fernandes;28/11/2015;83.26;1.98
Lucas Carvalho;17/08/2024;40.83;1.81
Beatriz Moura;13/07/1948;97.08;1.66
Bruno Barbosa;22/11/1908;135.42;1.88
Bruna da Cruz;17/05/1978;101.31;1.74
Stella da Cunha;22/08/1952;77.35;2.04
Larissa Gonáalves;16/01/1905;54.34;1.58
Ben°cio Freitas;01/10/1995;45.4;1.63
Larissa Ara£jo;22/01/2019;47.83;1.9
Maria Viana;24/04/1915;85.77;1.89
Ana J£lia Alves;12/08/2015;90.98;1.78
Lorenzo Almeida;16/02/2014;136.05;1.64
Daniel Nunes;19/07/1941;86.99;1.68
Sra. Catarina da Mota;26/03/1979;142.93;1.56
Sophie Farias;17/05/1989;122.44;1.52
Ana Clara Nunes;01/11/1945;139.35;1.61
Isabel Moura;17/10/1943;92.83;2.03
Pietro Arag∆o;19/05/1996;140.87;1.63
Dra. Eloah Moraes;09/04/2013;61.35;1.69
Kamilly Fogaáa;23/10/1934;107.34;1.61
Jo∆o Felipe Sales;06/08/2011;111.12;1.53
Carolina Fernandes;02/07/1981;125.79;1.93
Lorenzo Nogueira;26/05/1910;121.88;1.81
Srta. Pietra Pinto;13/12/1972;65.22;1.53
AndrÇ Farias;09/08/2016;53.82;1.88
La°s Martins;24/01/1943;118.25;1.91
Helo°sa Ramos;25/11/1933;91.46;1.99
Mariane Martins;29/01/1900;120.19;1.6
Erick Silva;23/04/1994;108.1;1.74
Sra. Brenda Ribeiro;24/08/1970;136.32;1.44
Diogo Moura;10/05/2005;110.84;1.66
Isabel Silva;15/12/2000;82.22;1.97
Helo°sa Sales;21/03/2014;78.53;1.8
Jo∆o da Paz;10/06/1945;61.64;1.99
Dra. Agatha Duarte;17/10/1935;89.47;2.01
Giovanna Ara£jo;10/11/2020;103.36;1.77
Bruno Pinto;29/08/1950;130.87;1.87
Henrique Ara£jo;14/03/1906;115.01;1.47
